  Matnum      sand     silt    clay     bd     om   TH33       TH1500 
 1	 0.268	 0.579	 0.154	 1.270	 0.026	 -1.000	  -1.000	 'm'
 2	 0.279	 0.555	 0.166	 1.330	 0.016	 -1.000	  -1.000	 'm'
 3	 0.266	 0.565	 0.169	 1.410	 0.016	 -1.000	  -1.000	 'm'
 4	 0.205	 0.540	 0.255	 1.500	 0.006	 -1.000	  -1.000	 'm'
 5	 0.212	 0.504	 0.283	 1.560	 0.004	 -1.000	  -1.000	 'm'
 6	 0.206	 0.518	 0.275	 1.510	 0.002	 -1.000	  -1.000	 'm'
